season,event_id,average_OWGR
2017,10,155.28571428571428
2017,100,93.08974358974359
2017,11,96.47887323943662
2017,12,157.48648648648648
2017,13,213.1891891891892
2017,14,66.09433962264151
2017,16,79.6875
2017,19,187.33783783783784
2017,2,191.4935064935065
2017,20,174.55714285714285
2017,21,145.81944444444446
2017,23,118.34210526315789
2017,25,209.92957746478874
2017,26,119.30434782608695
2017,27,102.45714285714286
2017,28,67.14492753623189
2017,3,150.08
2017,30,213.6164383561644
2017,32,205.0921052631579
2017,33,82.17333333333333
2017,34,162.78378378378378
2017,4,178.23287671232876
2017,41,200.73684210526315
2017,471,196.78378378378378
2017,473,61.86842105263158
2017,475,164.7826086956522
2017,476,63.71052631578947
2017,480,191.59459459459458
2017,483,260.0422535211268
2017,490,204.0
2017,5,186.2
2017,505,85.55696202531645
2017,518,268.8169014084507
2017,6,158.54794520547946
2017,60,24.466666666666665
2017,7,146.1267605633803
2017,9,124.08333333333333
2018,10,171.65333333333334
2018,100,98.95
2018,11,101.69014084507042
2018,12,155.28571428571428
2018,13,201.11111111111111
2018,14,62.22222222222222
2018,16,70.08823529411765
2018,19,231.12
2018,2,192.55844155844156
2018,20,182.41333333333333
2018,21,169.0897435897436
2018,23,107.94520547945206
2018,25,213.65277777777777
2018,26,105.17647058823529
2018,27,101.8875
2018,28,71.47058823529412
2018,3,142.09722222222223
2018,30,240.42253521126761
2018,32,205.87179487179486
2018,33,85.3375
2018,34,177.90540540540542
2018,4,168.2077922077922
2018,41,202.15277777777777
2018,457,235.05128205128204
2018,464,205.82666666666665
2018,47,216.06410256410257
2018,471,201.27027027027026
2018,473,58.33846153846154
2018,475,178.03846153846155
2018,476,62.541666666666664
2018,478,30.22222222222222
2018,480,151.41333333333333
2018,489,110.24358974358974
2018,490,204.44155844155844
2018,493,224.0958904109589
2018,494,151.8987341772152
2018,5,185.04
2018,505,83.8157894736842
2018,518,273.17808219178085
2018,521,143.93506493506493
2018,522,267.64473684210526
2018,54,266.94666666666666
2018,6,188.21052631578948
2018,60,20.7
2018,7,142.23376623376623
2018,9,126.35897435897436
2019,10,184.9142857142857
2019,100,92.14864864864865
2019,11,96.0958904109589
2019,12,137.5
2019,13,178.46052631578948
2019,14,74.86363636363636
2019,16,65.93939393939394
2019,19,187.33802816901408
2019,2,202.6164383561644
2019,21,154.46575342465752
2019,23,120.54054054054055
2019,26,120.1875
2019,27,86.48809523809524
2019,28,69.79710144927536
2019,3,133.58904109589042
2019,30,210.54285714285714
2019,32,194.50704225352112
2019,33,89.55421686746988
2019,34,160.38571428571427
2019,4,179.1038961038961
2019,41,183.81690140845072
2019,457,182.30555555555554
2019,464,219.90540540540542
2019,47,180.74324324324326
2019,472,248.9041095890411
2019,473,64.34722222222223
2019,475,175.7
2019,476,60.859375
2019,478,14.277777777777779
2019,480,174.68493150684932
2019,483,279.2266666666667
2019,489,105.17948717948718
2019,493,227.56410256410257
2019,494,139.96153846153845
2019,5,200.18333333333334
2019,518,265.77777777777777
2019,521,133.98717948717947
2019,522,255.2972972972973
2019,524,189.91549295774647
2019,525,189.91780821917808
2019,54,266.8888888888889
2019,6,176.67605633802816
2019,60,31.166666666666668
2019,7,153.81578947368422
2019,9,137.68571428571428
2020,10,185.97101449275362
2020,12,120.02666666666667
2020,13,178.0
2020,16,84.73529411764706
2020,2,189.63513513513513
2020,20,238.19230769230768
2020,21,117.4776119402985
2020,23,111.41891891891892
2020,27,300.0
2020,28,74.3913043478261
2020,3,146.4848484848485
2020,33,79.92592592592592
2020,34,143.0
2020,4,179.9367088607595
2020,457,205.5121951219512
2020,464,185.53731343283582
2020,47,158.96052631578948
2020,472,236.96969696969697
2020,473,77.35616438356165
2020,476,63.2
2020,478,18.72222222222222
2020,483,268.3623188405797
2020,489,120.62025316455696
2020,490,211.88059701492537
2020,493,217.56578947368422
2020,5,179.80882352941177
2020,521,138.27631578947367
2020,524,185.74285714285713
2020,525,216.0441176470588
2020,527,96.77631578947368
2020,528,250.62121212121212
2020,533,130.26865671641792
2020,54,218.5735294117647
2020,6,166.71212121212122
2020,60,35.233333333333334
2020,7,127.32352941176471
2020,9,132.42028985507247
2021,10,300.0
2021,100,300.0
2021,11,300.0
2021,12,300.0
2021,13,300.0
2021,14,85.16666666666667
2021,16,53.80952380952381
2021,19,300.0
2021,2,187.90140845070422
2021,20,157.58823529411765
2021,21,300.0
2021,23,300.0
2021,26,82.5
2021,27,300.0
2021,28,300.0
2021,3,138.46969696969697
2021,30,300.0
2021,33,300.0
2021,34,300.0
2021,4,165.08860759493672
2021,41,300.0
2021,457,192.5142857142857
2021,464,224.32876712328766
2021,47,154.84848484848484
2021,472,300.0
2021,473,69.04166666666667
2021,475,300.0
2021,476,300.0
2021,480,300.0
2021,483,268.9066666666667
2021,493,155.75384615384615
2021,5,185.83582089552237
2021,518,300.0
2021,519,300.0
2021,521,95.42857142857143
2021,522,238.47297297297297
2021,524,300.0
2021,525,300.0
2021,527,78.3896103896104
2021,528,232.60294117647058
2021,534,300.0
2021,535,300.0
2021,536,300.0
2021,538,300.0
2021,54,207.34848484848484
2021,6,158.42465753424656
2021,60,300.0
2021,7,116.4776119402985
2021,9,121.63013698630137
2022,10,187.21917808219177
2022,11,104.48571428571428
2022,16,46.26315789473684
2022,2,179.92857142857142
2022,20,300.0
2022,3,119.7910447761194
2022,4,153.55696202531647
2022,41,182.64383561643837
2022,457,300.0
2022,464,300.0
2022,47,300.0
2022,475,159.86111111111111
2022,478,300.0
2022,483,283.5285714285714
2022,493,300.0
2022,5,212.85714285714286
2022,521,300.0
2022,522,261.3538461538462
2022,527,300.0
2022,528,300.0
2022,54,300.0
2022,6,172.72307692307692
2022,7,115.5
2022,9,120.98701298701299
